State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,15/12/2023,6715.68,7477.6,7096.64
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,18/12/2023,6767.11,7296.86,7031.99
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,19/12/2023,7154.27,7718.18,7436.22
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,24/12/2023,7005.83,7992.54,7499.18
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,27/12/2023,7061.55,7766.1,7413.83
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,30/12/2023,6682.87,7483.49,7083.18
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,31/12/2023,6473.13,6942.29,6707.71
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,01/01/2024,6273.52,6661.92,6467.72
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,04/01/2024,6786.48,7758.57,7272.53
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,06/01/2024,6493.21,7326.42,6909.82
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,08/01/2024,7261.8,8225.75,7743.78
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,10/01/2024,7040.08,7730.58,7385.33
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,12/01/2024,6018.86,7057.51,6538.18
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,15/01/2024,6952.31,7843.21,7397.76
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,19/01/2024,6912.69,7462.98,7187.84
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,21/01/2024,7048.66,7615.69,7332.18
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,26/01/2024,7101.34,8310.88,7706.11
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,27/01/2024,6512.61,7395.18,6953.89
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,30/01/2024,6803.02,7680.7,7241.86
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,01/02/2024,6715.57,7528.36,7121.97
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,04/02/2024,7184.93,7966.31,7575.62
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,05/02/2024,6972.98,8042.5,7507.74
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,06/02/2024,6563.67,7631.68,7097.68
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,08/02/2024,7137.31,7729.26,7433.29
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,10/02/2024,7160.02,7851.91,7505.97
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,13/02/2024,7350.85,8287.99,7819.42
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,15/02/2024,6910.93,7869.72,7390.32
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,22/02/2024,7661.7,8202.13,7931.92
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,25/02/2024,7657.66,8736.65,8197.15
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,27/02/2024,7244.91,7897.29,7571.1
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,28/02/2024,7539.04,8705.44,8122.24
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,02/03/2024,7753.89,8406.88,8080.38
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,05/03/2024,7018.58,7526.25,7272.41
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,06/03/2024,6935.61,7768.27,7351.94
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,08/03/2024,7272.89,8470.1,7871.49
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,09/03/2024,7292.15,7745.2,7518.68
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,13/03/2024,7395.29,8118.33,7756.81
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,17/03/2024,7310.67,7796.62,7553.64
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,25/03/2024,8173.21,8950.24,8561.73
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,26/03/2024,7138.57,8196.1,7667.33
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,29/03/2024,7395.47,8434.95,7915.21
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,30/03/2024,6412.64,7154.0,6783.32
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,31/03/2024,7274.26,8411.0,7842.63
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,01/04/2024,6777.46,7711.57,7244.51
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,04/04/2024,6717.44,7853.76,7285.6
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,06/04/2024,6652.93,7476.24,7064.59
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,10/04/2024,7050.45,8122.97,7586.71
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,11/04/2024,7240.29,8363.9,7802.1
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,13/04/2024,8062.02,8608.51,8335.27
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,17/04/2024,7652.95,8588.58,8120.77
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,18/04/2024,7255.55,8401.64,7828.6
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,21/04/2024,7711.62,8947.07,8329.34
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,22/04/2024,7339.87,8528.86,7934.37
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,23/04/2024,7839.64,8531.47,8185.55
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,24/04/2024,7242.14,7944.18,7593.16
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,25/04/2024,7754.0,8611.16,8182.58
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,27/04/2024,8255.36,9102.03,8678.69
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,28/04/2024,7229.55,8223.72,7726.64
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,29/04/2024,7754.98,8371.13,8063.05
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,03/05/2024,8255.69,9303.93,8779.81
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,04/05/2024,7766.71,8252.47,8009.59
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,05/05/2024,7754.94,8523.07,8139.0
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,11/05/2024,7509.79,8013.73,7761.76
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,15/05/2024,8191.88,9478.49,8835.19
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,19/05/2024,8160.16,8996.86,8578.51
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,20/05/2024,6687.23,7577.62,7132.42
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,22/05/2024,7949.68,8866.77,8408.23
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,25/05/2024,7551.36,8587.45,8069.4
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,03/06/2024,7176.93,8145.7,7661.31
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,06/06/2024,7922.16,8521.05,8221.61
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,09/06/2024,8157.88,8693.21,8425.55
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,13/06/2024,8294.01,9205.8,8749.91
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,15/06/2024,7866.12,8373.02,8119.57
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,17/06/2024,7167.65,8295.4,7731.52
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,18/06/2024,7569.07,8459.42,8014.25
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,21/06/2024,7617.45,8328.52,7972.99
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,22/06/2024,7990.4,8737.7,8364.05
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,28/06/2024,7893.04,9082.28,8487.66
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,30/06/2024,7240.13,7784.73,7512.43
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,01/07/2024,7601.24,8092.88,7847.06
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,03/07/2024,7575.49,8441.96,8008.72
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,20/07/2024,7465.32,8323.48,7894.4
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,24/07/2024,7341.04,8574.28,7957.66
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,25/07/2024,6936.64,7466.07,7201.35
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,31/07/2024,6744.98,7291.79,7018.38
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,05/08/2024,7051.75,7740.1,7395.93
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,16/08/2024,7260.01,8277.71,7768.86
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,17/08/2024,7076.58,8167.44,7622.01
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,23/08/2024,7091.77,8147.64,7619.7
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,27/08/2024,7490.96,8130.26,7810.61
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,30/08/2024,7356.08,7846.85,7601.47
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,06/09/2024,7145.44,8167.79,7656.62
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,07/09/2024,6425.48,7293.02,6859.25
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,08/09/2024,7495.17,8282.54,7888.85
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,10/09/2024,7009.38,7576.91,7293.15
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,11/09/2024,6906.96,7354.26,7130.61
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,14/09/2024,6485.54,7081.44,6783.49
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,16/09/2024,7312.76,7849.16,7580.96
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,19/09/2024,6800.31,7586.73,7193.52
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,21/09/2024,7355.94,8118.17,7737.06
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,25/09/2024,7013.77,7467.63,7240.7
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,29/09/2024,6680.14,7644.54,7162.34
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,03/10/2024,6303.78,7341.19,6822.49
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,05/10/2024,7223.73,8074.09,7648.91
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,07/10/2024,6834.6,7931.98,7383.29
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,08/10/2024,6883.07,7401.17,7142.12
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,13/10/2024,6476.45,7137.33,6806.89
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,15/10/2024,6946.79,7961.38,7454.09
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,16/10/2024,6908.78,7761.56,7335.17
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,17/10/2024,6948.84,7584.54,7266.69
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,20/10/2024,7019.53,7654.05,7336.79
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,23/10/2024,7396.96,8401.48,7899.22
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,24/10/2024,6896.52,8093.26,7494.89
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,30/10/2024,6815.82,7322.45,7069.13
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,03/11/2024,7261.87,7712.74,7487.31
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,04/11/2024,6432.53,7539.22,6985.87
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,08/11/2024,6726.83,7528.95,7127.89
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,13/11/2024,6603.49,7463.55,7033.52
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,14/11/2024,7065.09,8160.11,7612.6
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,16/11/2024,7064.05,7782.64,7423.35
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,23/11/2024,6722.84,7277.4,7000.12
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,26/11/2024,6765.24,7216.71,6990.97
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,28/11/2024,6421.73,7507.15,6964.44
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,03/12/2024,6899.69,7973.62,7436.66
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,05/12/2024,7087.78,8083.7,7585.74
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,06/12/2024,6748.44,7816.04,7282.24
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,07/12/2024,7019.93,8021.09,7520.51
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,08/12/2024,5727.56,6444.57,6086.06
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,11/12/2024,6995.12,8119.35,7557.23
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,12/12/2024,6344.47,7333.33,6838.9
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,15/12/2024,6858.25,7701.71,7279.98
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,18/12/2024,6680.18,7242.01,6961.1
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,20/12/2024,6092.97,7113.33,6603.15
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Long Staple,Local,27/12/2024,6907.18,7920.29,7413.73
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,05/01/2021,5266.33,6168.0,5717.17
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,09/01/2021,5681.91,6274.64,5978.27
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,12/01/2021,5815.91,6362.44,6089.17
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,14/01/2021,5437.9,5792.77,5615.34
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,20/01/2021,5778.12,6438.31,6108.21
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,22/01/2021,5801.75,6742.4,6272.07
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,26/01/2021,5712.97,6480.36,6096.66
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,04/02/2021,5672.73,6636.55,6154.64
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,06/02/2021,6445.09,7155.23,6800.16
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,14/02/2021,5561.5,6502.35,6031.92
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,15/02/2021,6376.64,7440.34,6908.49
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,16/02/2021,5852.53,6773.35,6312.94
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,19/02/2021,6185.19,6879.38,6532.29
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,20/02/2021,6462.25,7245.67,6853.96
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,21/02/2021,5898.42,6600.41,6249.42
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,23/02/2021,6781.68,7232.74,7007.21
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,27/02/2021,6666.1,7588.18,7127.14
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,03/03/2021,6219.81,7180.27,6700.04
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,04/03/2021,6329.49,6722.01,6525.75
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,08/03/2021,6454.71,7270.4,6862.55
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,09/03/2021,6276.87,7004.05,6640.46
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,10/03/2021,6043.85,7052.6,6548.23
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,13/03/2021,6468.74,7237.49,6853.11
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,15/03/2021,6488.77,7218.07,6853.42
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,31/03/2021,6603.06,7021.19,6812.12
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,04/04/2021,6619.35,7656.08,7137.71
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,07/04/2021,6487.51,6963.82,6725.66
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,09/04/2021,6499.74,7569.99,7034.87
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,12/04/2021,6588.58,7651.84,7120.21
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,14/04/2021,6521.23,7225.19,6873.21
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,15/04/2021,6072.3,6694.78,6383.54
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,21/04/2021,6795.04,7468.45,7131.75
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,22/04/2021,6305.7,6731.86,6518.78
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,25/04/2021,6753.0,7237.26,6995.13
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,26/04/2021,6510.96,7230.16,6870.56
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,27/04/2021,6322.46,7407.11,6864.79
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,30/04/2021,6478.78,7230.93,6854.86
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,01/05/2021,7134.12,7588.55,7361.33
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,07/05/2021,7229.43,7824.72,7527.08
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,09/05/2021,6945.42,7496.61,7221.01
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,11/05/2021,6772.99,7945.34,7359.16
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,12/05/2021,6366.65,7274.14,6820.39
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,13/05/2021,6623.34,7622.48,7122.91
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,17/05/2021,6439.1,7165.87,6802.48
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,18/05/2021,7097.68,7558.68,7328.18
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,21/05/2021,6112.31,6737.97,6425.14
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,23/05/2021,7131.9,8001.47,7566.68
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,02/06/2021,6425.09,7220.65,6822.87
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,07/06/2021,6632.02,7230.53,6931.27
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,09/06/2021,6869.56,7905.29,7387.43
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,17/06/2021,6783.19,7678.31,7230.75
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,19/06/2021,7057.54,7803.25,7430.4
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,22/06/2021,6344.26,7306.08,6825.17
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,24/06/2021,6885.32,7601.63,7243.47
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,28/06/2021,7707.72,8238.9,7973.31
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,01/07/2021,6137.22,7194.2,6665.71
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,02/07/2021,6819.72,7287.72,7053.72
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,06/07/2021,7167.58,7891.46,7529.52
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,07/07/2021,6706.06,7313.36,7009.71
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,08/07/2021,6912.48,7384.6,7148.54
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,13/07/2021,6530.33,7224.37,6877.35
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,14/07/2021,6355.59,7171.91,6763.75
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,15/07/2021,7176.16,7666.72,7421.44
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,23/07/2021,6509.52,7158.63,6834.07
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,25/07/2021,7077.5,7617.96,7347.73
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,28/07/2021,6060.01,6648.79,6354.4
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,29/07/2021,6551.65,7036.82,6794.24
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,31/07/2021,6617.65,7616.81,7117.23
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,05/08/2021,5887.89,6685.19,6286.54
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,09/08/2021,6434.27,7046.72,6740.49
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,10/08/2021,6323.43,7295.71,6809.57
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,12/08/2021,6402.17,7092.91,6747.54
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,14/08/2021,6091.41,6973.66,6532.53
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,21/08/2021,6430.7,6941.34,6686.02
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,22/08/2021,6743.77,7226.51,6985.14
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,28/08/2021,6819.7,7286.2,7052.95
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,29/08/2021,6251.99,7082.25,6667.12
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,02/09/2021,5882.93,6530.03,6206.48
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,03/09/2021,5756.06,6752.36,6254.21
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,04/09/2021,5995.39,6649.49,6322.44
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,08/09/2021,6319.34,6970.87,6645.11
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,11/09/2021,6178.05,6762.24,6470.15
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,13/09/2021,5729.4,6472.36,6100.88
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,20/09/2021,5938.09,6812.93,6375.51
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,24/09/2021,6022.92,6678.58,6350.75
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,27/09/2021,6163.59,6713.52,6438.55
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,29/09/2021,6032.56,6984.85,6508.71
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,01/10/2021,6376.27,6818.3,6597.28
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,03/10/2021,6280.81,6787.2,6534.0
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,05/10/2021,6245.99,7047.39,6646.69
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,06/10/2021,6408.55,7040.67,6724.61
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,10/10/2021,6114.07,6702.53,6408.3
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,12/10/2021,6388.12,7287.73,6837.93
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,14/10/2021,6020.25,6498.76,6259.51
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,19/10/2021,6065.69,6961.84,6513.76
Maharashtra,Nashik,Lasalgaon Mandi,Cotton,Medium Staple,Local,25/10/2021,5629.77,6547.61,6088.69
